Name,Country,Type,Style,Grape,Fullness,Long Description,Price,Awards,ABV,Volume,ID,Year,Reason
"Vouvray Domaine des Aubuisières 2018 Cuvée de Perruches, Bernard Fouquet",France,White,Sweet ,,MEDIUM,"Bernard Fouquet has around 30ha of Chenin vines, planted across a range of soils, from limestone to flint. Each parcel is hand-picked and vinified separately, with fermentation taking place partly in oak barrels and partly in old glass-lined vats cut into the rock. A pure, well developed nose of fresh quince and pear. The palate is a swathe of ripe apple fruit, with a honeyed sweetness, balanced by Chenin's characteristic blade-like acidity and mineral grip. A superb aperitif wine which will also partner the delicate flavours of salmon en croute or cold cured meats.",12.99,,13.5,75.0,383.0,,no grapes could be parsed
Château Pigoudet La Chapelle Rosé 2017 Coteaux dAix-en-Provence,France,Rose,,,DRY,"Due to its excellent southern position, embedded in a picturesque valley close to the river Durance, Château Pigoudet benefits from sunshine all year round. The wine has been made using the saignée method. Super-light and the colour of bright pink petals, the nose boasts red apples and ripe cherries and flower petals. Fresh and citrussy, this aromatic rosé lingers on a beautiful mineral finish. Enjoy with Salade Niçoise.",12.99,"Decanter 2018 - Bronze Award, Decanter 2017 - Bronze Award",13.0,75.0,385.0,,no grapes could be parsed
Crozes-Hermitage 'Petite Ruche' 2017 M. Chapoutier,France,Red,Smooth ,,FULL,"Crozes-Hermitage is the largest appellation of the northern Rhône, and is known for making good value Syrah-based reds that echo the style of the famous Hermitage. No oak is used in this wine's production to maintain a vivid fruit character. Intense ruby-purple colour. Ripe blackberry aromas dominate the nose, and are supported by subtle sage-like hints. Supple tannins give a round shape to the medium-weight, smooth-textured palate. Enjoy with a well-seasoned pork belly casserole.",18.99,,13.0,75.0,388.0,,no grapes could be parsed
Mas Querido Field Blend 2018,Spain,White,Fruity ,,DRY,From a single plot of land planted with multiple varieties this wine is a unique expression of an individual terroir. Citrussy and bright with a fine fresh finish this shows why field blends are currently enjoying a world wide renaissance.,7.99,,13.0,75.0,389.0,,no grapes could be parsed
The King's Thorn Pinot Gris 2015 Marlborough,New Zealand,White,Fruity ,,DRY,"Something of a thorn in the side for some winemakers, Pinot Gris requires a very measured approach in order to achieve a balance of texture, sweetness, acidity and fruit character. This excellent example treads the fine line between the Alsatian and Italian styles. Delicately pink, indicating natural sun ripening. The nose is lifted and perfumed with honeysuckle and peach. A lightly unctuous and off-dry palate are lifted by acidity and a hint of natural spritz. Delicious on its own but a brilliantly versatile food wine to boot. Try with grilled prawns, white meats or creamy cheeses.",14.99,"IWC 2018 - Silver Award, Decanter 2018 - Silver Award, IWC 2017 - Silver Award",14.0,75.0,390.0,,no grapes could be parsed
Domaine Compostelle Pomerol 2012,,Red,Big ,,MEDIUM,,26.99,,13.0,75.0,391.0,,no grapes could be parsed
"As Caixas Godello 2018 Martín Códax, Monterrei",Spain,White,Crisp ,,DRY,"Grown throughout the north-west of Spain, in the past Godello has most often been used as a constituent for blends, but has gained increasing recognition as a quality varietal in its own right. A delicate yet multi-faceted nose of lemon, crunchy pear, melon and subtle floral notes marries with a palate of remarkable texture and a lengthy, citrus zest finish. Drink with grilled sardines or salt cod.",9.99,,13.0,75.0,395.0,,no grapes could be parsed
Gigondas Carobelle 2018,France,Red,Smooth ,,MEDIUM,"This beautiful Gigondas wine with great concentration and balance. An elegant nose of black fruit is followed by a remarkable palate of blackcurrant, thyme, liquorice and tobacco character",18.99,,15.5,75.0,397.0,,no grapes could be parsed
Chateau Bonalgue Pomerol 2014,,Red,Big ,,LIGHT,"It's a polished red, brimming with hints of jammy black fruits, tobacco, mocha and a decadent lick of vanilla. It also boasts silky tannins and a seemingly endless finish.",45.0,,13.5,75.0,400.0,,no grapes could be parsed
Verdicchio dei Castelli di Jesi 2018 Monte Schiavo,Italy,White,Crisp ,,DRY,"Monte Schiavo are a large cooperative group. The fruit is sourced from over 35 growers, and the quality is usually superb. Verdicchio is the signature wine from the Marche region on the Adriatic coast, and is one of the prime examples of a fresh, summery Italian white. An invigorating wine with great diversity of fruit, including lemon, pineapple and lime along with ripe apricot notes. The finish has an interesting bitter almond streak. This is the quintessential Italian white wine. Perfect as a party wine or for outdoor drinking (preferably in the sun).",9.99,,12.5,75.0,403.0,,no grapes could be parsed
Croft Reserve Tawny Port,Portugal,Dessert & Fortified,Port,,FULL,"Croft Reserve Tawny Porto is an exciting new concept in Port Wine, combining the rich character of an aged tawny with ready-to-drink smoothness and spice. Flavours of dried apricot and roasted almonds and walnuts fly out of the glass directly onto the palate. Blue veined cheeses make a fantastic suitor.",16.99,,20.0,75.0,405.0,,no grapes could be parsed
"Château Grimont Cuvée Prestige 2014/2015, Cadillac Côtes de Bordeaux.",,Red,Big ,,MEDIUM,"Made from selected parcels of grapes grown on clay/gravel soils this is a classic claret with flavours of blackcurrant, plum and cedar. Aged to perfection this is a treat you will not want to miss Made from selected parcels of grapes grown on clay/gravel soils this is a classic claret with flavours of blackcurrant, plum and cedar. Aged to perfection, this is a treat you will not want to miss. Try it with a warming beef ragu or herb encrusted slow roast lamb.",13.99,,15.0,75.0,412.0,,no grapes could be parsed
Château Musar 1998 Gaston Hochar,Lebanon,Red,Big ,,FULL,"""The 1998 Chateau Musar is a rather prototypical Musar - lots of acidity, some brett, fine structure. It reveals a more gentle style on opening, but aeration proves how much underlying power it actually has. (That is, a lot.) ... There is plenty of power, tannin and acidity, but there is also some balance. I loved the silky texture, emphasized in this vintage. It finishes with a controlled bang. This greatly benefitted from some air, showing layers that I did not initially think it had, but it does seem a bit on the lighter side. Drink now-2030"". 90 points. Mark Squires, The Wine Advocate.",37.0,,14.0,75.0,414.0,,no grapes could be parsed
Waimea Estate Gewürztraminer 2016/17 Nelson,New Zealand,White,Sweet ,,MEDIUM,"Nelson experiences long, sunny days and Waimea are one of the best producers here. In the early nineties, Trevor and Robyn Bolitho were growing apples on this estate and diversified into vines, with impressive results. An intense, tropical-fruit-laden wine, full of concentrated flavours of orange zest and lychee, embellished with floral notes on the nose and a delicate yet slightly unctuous texture. The off-dry apéritif style really emphasises the wine's fruitiness. A marvellous match for spicy foods such as Thai curry.",15.99,"IWC 2018 - Silver Award, Decanter 2018 - Silver Award",13.0,75.0,415.0,,no grapes could be parsed
"Albana Secco Campodora DOCG, Romagna",,White,Crisp ,,DRY,"Albana is a unique Italian grape variety, planted almost exclusively in the Emilia-Romagna region. The wine crafted from the grape was first awarded DOCG status in 1987 - a classification of the highest quality wines. Its roots date back far longer - with an impressive history that dates as far back as Roman times. Much-loved locally, and with a deep connection to its past, this is an elegant, expressive white for true wine enthusiasts. At first glance, Albana Secco Campodoro is an inviting deep golden in hue. On the nose, you can expect lush aromas of acacia flowers and ripe peach. Upon sipping, you'll be met with a luscious texture that carries a generous marriage of apricot, citrus and enchanting floral notes. It's a true charmer of a wine and will partner beautifully with rich risotto and fresh seafood.",11.99,,13.0,75.0,420.0,,no grapes could be parsed
Nord Est Vermentino 2017 Cantina del Vermentino,Italy,White,Crisp ,,DRY,"This wine comes from the hills of Northern Sardinia around the town on Monti. The vines are planted close together at and elevation of between 300 and 450m and surrounded by dry stone walls typical of the area. This is a light, refreshing and dry wine. Straw in colour with flavours of lemon and almond. With grilled fish and lighter meats such as chicken and pork.",11.99,,12.5,75.0,426.0,,no grapes could be parsed
Lay & Wheeler Brunello di Montalcino 2013,Italy,Red,Big ,,FULL,"Lay and Wheeler are experts in Italian wine and have found this wonderful Brunello that is just entering its peak drinking phase. It is bursting with flavourrs of ripe cherry, cassis, spice, leather and herbs. Bursting with flavours of ripe cherry, cassis, spice, leather and herbs. Cured and aged meats, or a chocker block cheese board!",32.0,,14.0,75.0,428.0,,no grapes could be parsed
Pouilly-Vinzelles 2017 Caves des Grand Crus Blancs,,White,Rich ,,DRY,"Expressive and typical of the region this abounds with flavours of peach, hazelnut, honey and toast.",19.99,,13.5,75.0,429.0,,no grapes could be parsed
Pinot Gris Grand Cru Spiegel 2017 Domaines Schlumberger,France,White,Sweet ,,MEDIUM,"Spiegel is known as one of the best sites in Alsace for Pinot Gris, and lies on an east-facing slope of sandy clay. Winemaking is subject to Schlumberger's legendary attention to detail, including hand-selection of the grapes, whole-bunch pressing and careful lees ageing. A wine of great texture and depth of flavour, this Pinot Gris is at once youthfully vibrant, harmonious and mature. The palate is full of ripe white fruit, with finely balanced sweetness and acidity. Drink with ripe soft cheeses or rich, creamy duck liver pâte.",17.99,,14.0,75.0,434.0,,no grapes could be parsed
"Saumur Rouge 2017, Domaine des Vignes Biches",France,Red,Fruity ,,LIGHT,"According to The Guardian's Victoria Moore, Cabernet Franc is ""under-valued"" from ""the top level"" to ""the supermarket shelf"". We totally agree. Saumur is perfectly suited to the production of light, juicy reds. It sits on 'tuffeau', a porous, sandy-yellow rock which underpins Loire's top vineyard areas. This imbues the wines with a delicate minerality, which is combined with a freshness from grapes grown in a moderate climate. This classic Saumur Rouge has floral and fruity aromas of violets, blackcurrant and summer pudding berries, tied together with herbal, peppery notes and a hint of pencil shavings.",11.99,,13.5,75.0,436.0,,no grapes could be parsed
Champ Libre Rose d'Anjou 2018,France,Rose,,,MEDIUM,"This pretty and delicate wine is an exceptional expression of Loire Valley rosé. With an abundance of red fruit flavours it make the perfect aperitif especially on a hot, sunny day.",8.99,,10.5,75.0,443.0,,no grapes could be parsed
Valpolicella Classico 2018 Cantina di Negrar,Italy,Red,Fruity ,,MEDIUM,"Produced east of Lake Garda in the western Veneto region of Verona, northeast Italy. Negrar's vineyards, sited at the heart of the 'Classico' or traditional producing area, are planted with Corvina, Rondinella and Molinara grape varieties. Juicy red berries and red fruit aromas explode from the glass accompanied by summer berries, exotic spices and a hint of earth. Seductive, smooth yet full body lingers on the palate with a velvety finish. Enjoyed with pasta, salumi, soft and semi-soft cheese, grilled meats and olives. Enjoyable now or over the next three years.",11.99,,13.0,75.0,444.0,,no grapes could be parsed
Croft 10 Year Old Tawny Port,Portugal,Dessert & Fortified,Port,,FULL,"The 10 Year Old Tawny is drawn from a reserve of fine wood ports which have been aged to full maturity in seasoned oak casks, each holding about 630 litres of wine. The individual wines are then blended to guarantee consistency of quality and house style.",24.99,,20.0,75.0,445.0,,no grapes could be parsed
Dolcetto dAlba 2018 De Forville,Italy,Red,Fruity ,,MEDIUM,"One of the lesser-known grapes of Piedmont, Dolcetto usually produces soft, fruity and early maturing wines. The best come from around Alba, as does this one from De Forville, a family that has been making wine in Piedmont since the 1860's. A clear and bright ruby in colour, with an expressive nose of youthful fruits. Rich, dark cherries and liquorice on the palate and a fresh finish. Enjoy with cold cuts or cured meats, pizza, or on its own.",12.99,,14.0,75.0,447.0,,no grapes could be parsed
Pouilly-Fumé 2018 Ladoucette,France,White,Fruity ,,DRY,"At Château du Nozet, Baron Ladoucette follows a family tradition producing some of the best Loire wines available. Superb Pouilly-Fumé with pungent elder-tinged fruit and a smoky, steely finish.",35.0,,12.5,75.0,450.0,,no grapes could be parsed
Les Jamelles Pinot Gris 2018,France,White,Fruity ,,DRY,The Languedoc is gaining a reputation for breaking tradition and producing exciting wines.This Pinot Gris is aromatic and lively with riichly oppulent flavours of lychee and lemon balanced by a streak of minerality.,11.99,,13.0,75.0,451.0,,no grapes could be parsed
Chateaux Marsac Seguineau Margaux 2015,,Red,Big ,,LIGHT,From the stellar 2015 vintage and just hitting its stride this is rich and indulgent with bright fruit flavours of cherry and blackcurrant enhanced by notes of cedar and vanilla,26.0,,14.0,75.0,456.0,,no grapes could be parsed
Falanghina 2018 Terredora,Italy,White,Fruity ,,DRY,"One of Italy's great unsung white wines. 3 months' lees ageing before bottling imbues the wine with added depth and texture, but no oak is used, so the wine retains a light and fruit-driven character. A brilliant all-rounder, with plenty of citrussy fruit and faint notes of apple and quince, with the merest hint of nutty complexity. The balance of crispness and texture means this accompanies a huge range of foods, from roasted vegetables to fish and poultry.",13.99,,13.5,75.0,462.0,,no grapes could be parsed
Excellence Ormarine Picpoul 2017,France,White,Fruity ,,DRY,"Picpoul is one of our favourite whites, crisp and elegant with bright citrus flavours and floral notes. This wine from old vines is simply one of the best we have ever tried. It is all of the above with added richness and complexity.",12.99,,13.0,75.0,463.0,,no grapes could be parsed
"Saint-Émilion Grand Cru 2015, Château Bíard La Chapelle",,Red,Big ,,LIGHT,,24.99,,14.0,75.0,466.0,,no grapes could be parsed
Bodega Volcanes Carménère 2018,Chile,Red,Big ,,FULL,"Bodegas Volcanes de Chile is a new winery, founded in 2009, that focuses on making wines on Chile's volcanic soils (there are nearly 3,000 volcanoes in Chile) and that truly represent their unique volcanic landscape. This abundantly fruity expression of Carmenere possesses dark fruit flavours heightened by rich notes of chocolate and subtler notes of spice, herbs and olives. This is an ideal wine to go with meaty stews or toad in the hole.",11.99,,13.5,75.0,469.0,,no grapes could be parsed
Royal Tokaji Dry Tokaji 2015/16,Hungary,White,Crisp ,,DRY,Royal Tokaji was founded in 1990 with the aim of restoring the international reputation of the wines of Tokaji and has been named as on of the worlds top 100 wineries by the prestigious Wine & Spirits magazine. This is a wine that is in perfect balance with fine green fruit and herbal flavours complimented by a touch of oak. The finish is long and complex with a crisp cleansing acidity. This makes a great aperitif but will also compliment seafood and white meats.,12.99,,13.0,75.0,470.0,,no grapes could be parsed
"Flavabom White Field Blend, 2017",Australia,White,Rich ,,DRY,"As you'd expect from a blend of this type - this is a real cocktail of flavour! Expect toasted bread, pineapple and peach flavours all tied together by creaminess from French oak.",11.99,,13.0,75.0,472.0,,no grapes could be parsed
Rustenberg Straw Wine 2018 Coastal Region,South Africa,Dessert & Fortified,,,SWEET,"This wine is so named because it is made in the 'passito' method, where the harvested grapes are laid out on straw mats and allowed to dry for around 4 weeks, concentrating the sugars. They are then pressed for 4-5 hours and racked to barrel for fermentation. Concentrated aromas of honey, marmalade and ripe peach. Intensely sweet yet vibrantly fruity and involvingly complex. A voluptuously textured palate with plenty of length. Partner with tarte tatin or a fruity sponge pudding.",11.99,"Decanter 2019 - Bronze Award, IWC 2018 - Bronze Award",10.0,37.5,474.0,,no grapes could be parsed
"Vavasour Pinot Gris, 2018",New Zealand,White,Fruity ,,DRY,"Refined hints of green apple, pear and rich ginger meet a refreshing minerality. With a long, soaking finish, it's the ideal partner for Asian dishes.",13.99,,13.5,75.0,475.0,,no grapes could be parsed
Ammazza Montepulciano 2016,,Red,Fruity ,,LIGHT,"""Ammazza translates as wow and that is what this wine does with its heady cherry flavours and extra body. This is a modern take on traditional Italian reds - bold, characterful and full of flavour."" Ammazza translates as wow and that is what this wine does with its heady cherry flavours and extra body. This is a modern take on traditional Italian reds - bold, characterful and full of flavour. Great to drink on its own, but a secret to drinking Italian ... it's all about the food. Try with your mid-week pizza, or any other tomato based dishes.",9.99,,13.0,75.0,478.0,,no grapes could be parsed
Cote Des Roses Rosé 2018,France,Rose,,,DRY,"Soft, pale and delicate this stunning rosé from Gerard Bertrand teems with flavours of summer fruits with touches of cassis and redcurrant. The finish is stylish and floral. Delicious.",12.99,IWC 2018 - Commended Award,13.0,75.0,481.0,,no grapes could be parsed
Domaine Pardon Julienas 2018,France,Red,Fruity ,,MEDIUM,"From a Cru in the south of Beaujolais this is a silky wine ripe with flavours of cherry, plum and spice. The holder of numerous awards the Pardon family have been making wine in Julienas for over 200 years.",12.99,IWC 2018 - Commended Award,13.5,75.0,483.0,,no grapes could be parsed
Ponte de Lima Loureiro Vinho Verde 2018,Portugal,White,Crisp ,,PORTUGAL,,10.99,,12.0,,485.0,,no grapes could be parsed
Côtes du Rhône Réserve Rouge 2017 Perrin et Fils,France,Red,Smooth ,,FULL,"Produced from the legendary Perrin family vineyards at Grand Prébois and Vinsobres. An uncompromising work ethic in the vineyard and the utmost respect for fruit characteristic result in particularly expressive wines that allow the terrior to shine. Intense aromas of red fruits, black cherry, peppermint and vanilla. Full bodied with warm fruits and spices, firm tannins and fresh acidity. Well structured with layers of flavour and rich, long finish. Complements all meats, ripe cheese and grilled vegetables liberally drizzled in oil. Enjoy over the next four years.",12.99,,13.5,75.0,490.0,,no grapes could be parsed
Domaine Francois Millet Sancerre,,White,Fruity ,,DRY,"From vineyards around the village of Bue the domaine's wines reflect the chalky and limestone soils with fresh citrus and apple flavours, fine acidity and a bracing mineral streak.",18.99,,13.0,75.0,492.0,,no grapes could be parsed
Viñalba Selección Torrontés 2018 Lujan de Cuyo,Argentina,White,Fruity ,,DRY,"The aromatic Torrontes grape is a distant relation of Muscat, and has become Argentina's signature white variety, as it produces bright and perfumed white wines in the sunny yet cool high-altitude vineyards of Argentina. Bursting with ripeness, the nose is a cascade of tropical fruit and blossom aromas. Lively flavours of white peach, melon, pear and pineapple provide a refreshing and involving palate sensation. Best served with mild Thai curries or dressed prawn salads.",9.99,,13.0,75.0,493.0,,no grapes could be parsed
Lay & Wheeler Barolo 2014,Italy,Red,Big ,,FULL,"Lay and Wheeler, our sister company,are extremely knowledgeable about arguably the finest Italian red wine, Barolo. The have put all this knowledge to good use to source this fabulous example that is stuffed with bright cherry flavours and lifted floral notes.",30.0,,14.5,75.0,494.0,,no grapes could be parsed
Jaboulet Chateauneuf-du-pape Les Cedres,France,Red,Smooth ,,MEDIUM,Full-bodied and rich this cuvee from one of the best Rhone producers starts with impressive dark cherry flavours that are followed by notes of black olive and coffee.,29.99,,14.5,75.0,496.0,,no grapes could be parsed
Falcoaria Branco DOC Tejo,,White,Crisp ,,DRY,Fresh and vibrant with bright acidity and fine apple and citrus flavours this is a perfect wine to sip as we move into Spring.,11.99,,13.0,75.0,498.0,,no grapes could be parsed
La Font Reserva 2013 Valencia,Spain,Red,Smooth ,,MEDIUM,Terres del Alforins is located in the south west of the province of Valencia and is know as the 'Valencian Tuscany' The fertile valley has a multitude of small vineyards grown on trained in the traditional bush vines. Red berry aromas and flavours are followed by elegant toast from the oak ageing. Well balanced and harmonious the finish is long and velvety. With grilled lamb with thyme or rosemary.,6.99,,13.5,75.0,502.0,,no grapes could be parsed
Fleurie Lafayette 2018,France,Red,Fruity ,,MEDIUM,From arguably the most famous Beaujolais Cru the 2016 is a stunning wine. The hot summer has added richness and concentration to he bright flavours of cherry and violet.,13.99,,13.0,75.0,504.0,,no grapes could be parsed
Barbaresco 2016 De Forville,Italy,Red,Big ,,FULL,"Nebbiolo takes it name from 'nebbia', the fog cloaking the hills of Piedmont around harvest time. The village of Barbaresco lies only a little to the north-east of Barolo in Piedmont and produces wines of a similar style and quality. A big, elegant wine of pale colour. Dark cherries and leather with earthy hints, and a rose perfume, a charming, well integrated wine with a long finish. Muscular tannins give the wine a solid backbone. Try this with a fillet steak with mushrooms. The wine will nicely echo the earthy notes of the mushrooms.",17.99,,14.0,75.0,506.0,,no grapes could be parsed
Ebner Ebenauer Grüner Veltliner,Austria,White,Crisp ,,DRY,"The duo's estate is made up of a high proportion of old vines, many over seventy years old. These gnarled vineyards are labour intensive and can only be picked by hand. However, with fifteen hectares spread around the small town of Poysdorf, in Austria's Weinviertel region - they make the most of the region's varied soils. The result is pure, elegant and expressive Grüner. Last year Jancis Robinson praised this wine for ""great precision"" and a ""rich, jellied nose"". This year is set to be just as good. It's a taut, lively bolt of green apple and white-pepper-flavour refreshment with stony minerality and lip-smacking acidity.",14.99,,12.5,75.0,513.0,,no grapes could be parsed
Saluti Bianco,Italy,White,Crisp ,,DRY,,6.99,,11.5,75.0,517.0,,no grapes could be parsed
Majestic Loves Rose 2018,Italy,Rose,,,DRY,Our mission was to find the best tasting wines at £5.99. So we blind tasted 500 wines and chose the best irrespective of grape variety or country. Crisp and thirst quenching with exuberant red berry flavours that are best enjoyed ice cold.,6.99,,12.0,75.0,518.0,,no grapes could be parsed
Château Lynch Moussas 2011,,Red,Big ,,MEDIUM,"""This Pauillac has good weight and fine balance with the thread of acidity nicely entwined through that blackberry and touch of pain grille. This is a bold Pauillac"" 90-92 points Neal Martin - The Wine Advocate",49.99,,13.0,75.0,520.0,,no grapes could be parsed
Château La Rame 2016 Ste-Croix-du-Mont Half Bottle,France,Dessert & Fortified,,,SWEET,"Château La Rame is one of the oldest properties in the Sainte Croix du Mont appellation, where the influence of the river encourages botrytis or noble rot. A blend of 75% Sémillon and 25% Sauvignon Blanc. Aged in one-third new oak barrels for two years. A golden hued wine exudes aromas of ripe stone fruits, candied summer fruits and honey. Luxurious sweetness and spicy vanillin characters layer and coat the palate before a clean and fresh finish. Sweet wines can age for as long as you can resist them, a perfect match for Crème Brûlée or blue cheese.",14.99,,13.5,50.0,521.0,,no grapes could be parsed
"Château Montviel 2012, Pomerol",France,Red,Big ,,FRANCE,"Decanters Steven Spurrier said Pomerol undoubtedly looks like being one of if not the major success in 2012. Its warmer soils meant Merlot grapes were given a lengthy ripening period and were picked before the October heavy rain. The result was the most expressive, ripe and balanced claret from the year. So its no surprise that the worlds most famous wine critic backed this 2012 vintage as one of the estates best EVER. Decanters Steven Spurrier said Pomerol undoubtedly looks like being one of if not the major success in 2012. Its warmer soils meant Merlot grapes were given a lengthy ripening period and were picked before the October heavy rain. The result was the most expressive, ripe and balanced claret from the year. So its no surprise that the worlds most famous wine critic backed this 2012 vintage as one of the estates best EVER.",35.99,,14.0,,523.0,,no grapes could be parsed
Chianti Poggio Galiga 2016 Grati,Italy,Red,Big ,,MEDIUM,"The Grati family have been producing wine and olive oil for 6 generations. Their estate is located in the DOCG of Rufina, a zone identified as one of Tuscany's finest. This wine is made from 90% Sangiovese, blended with two other traditional Tuscan varieties. A lively ruby colour, this is a classic Chianti offering a nose of cherry-like fruit and subtle floral hints and a dry, harmonious palate combining lipsmacking acidity and fine tannins. At its best enjoyed with platter of mixed antipasti.",9.99,,12.5,75.0,524.0,,no grapes could be parsed
Vinhos do Silvado Branco 2018,Portugal,White,Crisp ,,DRY,Portuguese wine has been improving for years and offer great alternatives to popular Spanish and Italian wines. This is easy drinking and approachable with flavours of crisp apple and pear.,7.99,,12.0,75.0,525.0,,no grapes could be parsed
Arc de Pedra Priorat 2016,,Red,Smooth ,,FULL,"Based in Catalonia, top Co-operative Cellers Unió has a winemaking heritage that stretches back over 70 years, and today own 12,000 hectares of land and a hugely impressive winery which can hold up to 15,000 barrels for ageing and storage. This wine is made using hand-picked Grenache and Carignan grapes grown on the mountainside vineyards of Priorat. Deep cherry red in colour with purple hints, it has a nose of black fruits, vanilla and toasted almonds. The palate is round and rich, with great concentration and a long finish.",14.99,Decanter 2018 - Bronze Award,14.0,75.0,526.0,,no grapes could be parsed
Kangarilla Road Primitivo 2016,Australia,Red,Big ,,FULL,"Primitivo, while not readily associated with Australia, is clearly benefitting from a New World residence. Exuberant flavours of fruit cake, stewed rhubarb and scents of wild herbs - a wine not to miss!",13.99,,14.5,75.0,528.0,,no grapes could be parsed
"Chateau Damase, 2005 Bordeaux Superieur",France,Red,Big ,,LIGHT,,12.99,,13.0,75.0,529.0,,no grapes could be parsed
"Le Relais du Roi 2018, Vinsobres",,Red,Smooth ,,MEDIUM,"Full-bodied juicy Grenache predominates, balanced with Syrah for freshness and perfume. On the nose there is expressive black fruit and jam. In the mouth there is an explosion of flavour, red fruit ripe, soft tannins and a lasting finesse.",12.99,,15.0,75.0,530.0,,no grapes could be parsed
"Château Guiot Rosé 2018 Costières de Nîmes, France",France,Rose,,,DRY,"From the Nîmes region at the foot of the Rhône appellation, Grenache, Syrah and Cinsault are grown on the unique rolling pebbles, or 'gress' of Château Guiot. The colour is obtained by keeping the skins in contact with the juice before fermentation. Perfume, red berries, spice, summer berries and blossom aromas with an off-dry, medium weight of fruit, clean and mineral acidity and a vibrant sweet redcurrant finish. A wine that will bring sunshine to the cloudiest day, best enjoyed young. An apéritif or partner to tortellini with rabbit ragout.",8.99,,13.5,75.0,531.0,,no grapes could be parsed
"Château du Grand Chambellan, Lalande-de-Pomerol, 2012",,Big Red,,,"Château du Grand Chambellan is a deep and inviting purple in hue, mirrored in its decadent palate of black-fruit, sweet spice and gentle aromas of mocha.",22.99,19.99,,13.5,,533.0,,no grapes could be parsed
Woods Crampton Sleeping Dogs,,Red,Big ,,MEDIUM,"Delightfully complex and utterly enchanting - this is a remarkable example of richness balanced with floral character. With amples of dark fruit flavour, sophisticated earthiness and flecks of spice",17.99,,14.5,75.0,535.0,,no grapes could be parsed
Chateau Vitalis Pouilly Fuisse,,Rich White,,,"In their efforts to maintain the quality of their wines while allowing the land to express its natural qualities, Messrs. DUTRON combine their traditional know-how with state-of-the-art technologies in both the vineyards and the cellars (thermo-regulated vats, air-conditioned cellar and stock room, a bottling facility, constant ground cover between the vines). The numerous medals they have been awarded over the years are proof of their expertise. The nose is very open, it expresses itself on notes of hawthorn and acacia flowe, citrus fruits and a slight spicy touch. The attack on the palate is fresh, slightly acidic, it rises gradually towards a feeling of roundness, the note of candied citrus is present. The final is both mineral and zest. This wine really shines alongside white meat and fish with richer sauces.",24.99,21.99,,13.5,,541.0,,no grapes could be parsed
Three Choirs Stonebrook 2018,UK,White,Crisp ,,DRY,"Soft, fruity and aromatic with expressive hints of lychee and grapefruit this delicate and refreshing English wine makes an ideal accompaniment to lightly spiced dishes. Lots of floral orange blossom, rose and elderflower, supported by some zingy grapefruit and lime with softer peach and lychee tones. There is a touch of white pepper, and this wine is ever so slightly off-dry. Matches nicely with a",11.99,,11.0,75.0,542.0,,no grapes could be parsed
Cien Y Pico Knight's Errant Garnacha,,Red,Smooth ,,MEDIUM,"Master of Wine Julia Harding said: ""It is very deeply coloured, like crushed elderberries, and has an amazing aromatic range from dark fruit, cocoa powder, charred potato skins and wild herbs"".",15.99,,14.5,75.0,543.0,,no grapes could be parsed
Vinhas Do Silvado Tinto,Portugal,Red,Fruity ,,MEDIUM,"Portuguese red wine is becoming ever more popular for it bright, rich fruit flavours and exceptional value. This fab wine has plum, cherry and bramble flavours in abundance!",7.99,,12.5,75.0,544.0,,no grapes could be parsed
Castelnau de Suduiraut 2011 Sauternes Half Bottle,France,Dessert & Fortified,,,SWEET,"This is the second wine of Château Suduiraut, a premier Cru Classé Sauternes whose vines border those of Château d'Yquem. Crafted after stringent grape selection, this is a well-made and elegant wine. With seductive aromas of fragrant orange blossom, spices and fudge. The smooth initial taste develops into soft sweetness on the palate backed by the delicate aromas that are found on the nose. Savour these great value half bottles as a partner to traditional smooth duck liver terrine or alternatively just enjoy it on its own.",14.99,,13.5,37.5,547.0,,no grapes could be parsed
Pergolas Old Vines Reserva,,Red,Smooth ,,MEDIUM,Gracefully aged and bearing mature plum and spice aromas - delivered through supple tannins. Enjoy alongside indulgent meat dishes for a taste of gastronomic delight!,10.99,,13.0,75.0,555.0,,no grapes could be parsed
Soave Classico 2018 Inama,Italy,White,Crisp ,,OFF DRY,"The Inama estate was founded in 1960. Their Classico wine is made from Garganega grown on 17 hectares of basaltic lava. The vines are up to 30 years old and are hand-harvested. Stainless steel fermentation is followed by up to eight months' maturation before bottling. From lower yields and the best slopes in the region this wine is generous, revealing apricots, honey, flowers and almonds. Generous acidity and a rich texture enforce the elegant finish this wine has. Drinking now but will be fine with another couple of years' ageing. The creamy finish lends itself perfectly to a match with fish pie.",15.99,IWC 2017 - Bronze Award,12.0,75.0,557.0,,no grapes could be parsed
Chateau La Tour L'Aspic,,Red,Big ,,LIGHT,"Taken from 'younger' vines than its £45-per-bottle big brother, Château Haut-Batailley, Tour L'Aspic is the estate's second wine - but you can hardly tell. It's a heady bouquet of black fruits, pepper and winter spices.",30.0,,13.0,75.0,572.0,,no grapes could be parsed
"Contrade Bellusa Nerello, Sicily",Italy,Red,Big ,,LIGHT,"In the sandy soils of western Sicily we produce Nerello Mascalese, a typical red wine with a characteristic red color tending to garnet. Intense aroma with hints of wild berries and spicy notes. On the palate the wine is elegance, good structure and excellent harmony.",11.99,,13.5,75.0,576.0,,no grapes could be parsed
Barone Montalto Vermentino,,White,Crisp ,,DRY,"Dry, fresh, fruit with pleasant a slightly bitter green after.",12.99,,12.0,75.0,579.0,,no grapes could be parsed
